,Area,Year,% of total country area cultivated,Arable land area,Cultivated area (arable land + permanent crops),Dependency ratio,Environmental Flow Requirements,GDP per capita,Gross Domestic Product (GDP),Groundwater produced internally,Groundwater: accounted inflow,Groundwater: entering the country (total),Long-term average annual precipitation in depth,Long-term average annual precipitation in volume,Overlap between surface water and groundwater,Overlap: between surface water and groundwater,Permanent crops area,Population density,Rural population,Surface water produced internally,Surface water: accounted flow of border rivers,Surface water: accounted inflow,Surface water: entering the country (total),Surface water: inflow not submitted to treaties,Surface water: inflow secured through treaties,Surface water: inflow submitted to treaties,Surface water: leaving the country to other countries (total),Surface water: outflow to other countries not submitted to treaties,Surface water: outflow to other countries secured through treaties,Surface water: outflow to other countries submitted to treaties,Surface water: total external renewable,Surface water: total flow of border rivers,Total area of the country (excl. coastal waters),Total internal renewable water resources (IRWR),Total internal renewable water resources per capita,Total population,Total renewable groundwater,Total renewable surface water,Total renewable water resources,Total renewable water resources per capita,Urban population,Water resources: total external renewable
543,Algeria,1995,3.426,7650.0,8159.0,3.5989999999999998,4.56,1612.0,48200000000.0,1.4869999999999999,0.03,0.03,89.0,212.0,0.0,0.0,509.0,12.55,12425.0,9.76,0.0,0.39,0.39,0.39,0.0,0.0,0.32,0.32,0.0,0.0,0.39,0.0,238174.0,11.25,376.4,29887.0,1.517,10.15,11.67,390.5,17462.0,0.42
547,Argentina,1995,10.19,27320.0,28335.0,66.67,515.8,8177.0,293000000000.0,128.0,0.0,0.0,591.0,1643.0,112.0,112.0,1015.0,12.89,4225.0,276.0,67.94,584.2,516.3,516.3,0.0,0.0,48.0,48.0,0.0,0.0,584.2,135.9,278040.0,292.0,8149.0,35834.0,128.0,860.2,876.2,24452.0,31609.0,584.2
549,Australia,1995,5.18,39871.0,40100.0,0.0,243.3,23608.0,436000000000.0,72.0,0.0,0.0,534.0,4134.0,20.0,20.0,229.0,2.386,2410.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774122.0,492.0,26641.0,18468.0,72.0,440.0,492.0,26641.0,16058.0,0.0
550,Austria,1995,17.63,1406.0,1479.0,29.21,41.51,26391.0,212000000000.0,6.0,0.0,0.0,1110.0,93.11,6.0,6.0,73.0,95.77,2760.0,55.0,0.0,22.7,22.7,22.7,0.0,0.0,77.7,77.7,0.0,0.0,22.7,0.0,8388.0,55.0,6847.0,8033.0,6.0,77.7,77.7,9673.0,5273.0,22.7
554,Bangladesh,1995,59.04,8390.0,8765.0,91.44,600.3,389.5,48200000000.0,21.09,0.032,0.032,2666.0,395.8,0.0,0.0,375.0,834.3,95819.0,83.91,0.0,1122.0,1122.0,1122.0,0.0,0.0,0.057,0.057,0.0,0.0,1122.0,0.0,14846.0,105.0,847.8,123855.0,21.12,1206.0,1227.0,9907.0,28036.0,1122.0
558,Belize,1995,4.266,64.0,98.0,29.79,13.72,2953.0,654000000.0,7.51,0.0,0.0,1705.0,39.16,7.51,7.51,34.0,9.647,117.7,15.26,0.43200000000000005,6.474,6.042000000000001,6.042000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.474,0.8640000000000001,2297.0,15.26,68863.0,221.6,7.51,21.73,21.73,98060.0,103.9,6.474
559,Benin,1995,20.39,2100.0,2340.0,60.97,13.06,361.1,2270000000.0,1.8,0.0,0.0,1039.0,119.2,1.5,1.5,240.0,54.74,3904.0,10.0,16.09,16.09,0.0,0.0,0.0,0.0,5.8,5.8,0.0,0.0,16.09,32.19,11476.0,10.3,1640.0,6282.0,1.8,26.09,26.39,4201.0,2378.0,16.09
560,Bhutan,1995,4.291,153.0,172.0,0.0,54.1,692.1,366000000.0,8.1,0.0,0.0,2200.0,88.18,8.1,8.1,19.0,13.19,412.1,81.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,78.0,0.0,0.0,0.0,0.0,4008.0,81.0,153177.0,528.8,8.1,81.0,81.0,153177.0,116.7,0.0
561,Bolivia (Plurinational State of),1995,2.77,2872.0,3043.0,47.13,396.6,1007.0,7930000000.0,130.0,0.0,0.0,1146.0,1259.0,103.9,103.9,171.0,7.165,3054.0,277.4,11.5,270.5,259.0,259.0,0.0,0.0,566.0,566.0,0.0,0.0,270.5,15.0,109858.0,303.5,38559.0,7871.0,130.0,547.9,574.0,72926.0,4817.0,270.5
563,Botswana,1995,0.5174,300.0,301.0,80.39,2.677,3065.0,5020000000.0,1.7,0.0,0.0,416.0,242.0,0.1,0.1,1.0,2.8160000000000003,798.1,0.8,0.8,9.84,9.04,9.04,0.0,0.0,0.6,0.6,0.0,0.0,9.84,1.6,58173.0,2.4,1465.0,1638.0,1.7,10.64,12.24,7473.0,839.9,9.84
564,Brazil,1995,7.667999999999999,57788.0,65300.0,34.53,6532.0,5270.0,883000000000.0,645.6,0.0,0.0,1761.0,14995.0,645.6,645.6,7512.0,19.67,35594.0,5661.0,0.0,2986.0,2986.0,2986.0,0.0,0.0,585.7,585.7,0.0,0.0,2986.0,0.0,851577.0,5661.0,33788.0,167545.0,645.6,8647.0,8647.0,51610.0,131951.0,2986.0
565,Brunei Darussalam,1995,1.04,2.0,6.0,0.0,5.846,16658.0,5200000000.0,0.1,0.0,0.0,2722.0,15.71,0.1,0.1,4.0,54.07,96.1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,8.5,27244.0,312.0,0.1,8.5,8.5,27244.0,215.9,0.0
566,Bulgaria,1995,40.52,4298.0,4497.0,1.4080000000000001,7.771,1363.0,11200000000.0,6.4,0.0,0.0,608.0,67.48,5.5,5.5,199.0,73.99,2617.0,20.1,0.0,0.3,0.3,0.3,0.0,0.0,16.9,16.9,0.0,0.0,0.3,179.0,11099.0,21.0,2557.0,8212.0,6.4,20.4,21.3,2594.0,5595.0,0.3
567,Burkina Faso,1995,14.04,3780.0,3850.0,7.407,3.04,229.5,2450000000.0,9.5,0.0,0.0,748.0,205.1,5.0,5.0,70.0,38.9,8973.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,15.2,15.2,0.0,0.0,1.0,0.0,27422.0,12.5,1172.0,10666.0,9.5,9.0,13.5,1266.0,1693.0,1.0
568,Burundi,1995,47.07,950.0,1310.0,19.75,9.788,159.2,973000000.0,7.47,0.0,0.0,1274.0,35.46,7.47,7.47,360.0,219.6,5627.0,10.06,2.35,2.476,0.126,0.126,0.0,0.0,7.6,7.6,0.0,0.0,2.476,4.7,2783.0,10.06,1646.0,6112.0,7.47,12.54,12.54,2052.0,485.3,2.476
571,Cameroon,1995,15.06,5960.0,7160.0,3.585,213.4,694.7,9840000000.0,100.0,0.0,0.0,1604.0,762.6,95.0,95.0,1200.0,29.79,7729.0,268.0,6.15,10.15,4.0,4.0,0.0,0.0,40.0,40.0,0.0,0.0,10.15,12.3,47544.0,273.0,19273.0,14165.0,100.0,278.1,283.1,19986.0,6436.0,10.15
574,Chad,1995,2.827,3600.0,3630.0,67.18,25.22,206.2,1540000000.0,11.5,0.0,0.0,322.0,413.4,10.0,10.0,30.0,5.836,5886.0,13.5,0.0,30.7,30.7,30.7,0.0,0.0,10.15,10.15,0.0,0.0,30.7,0.0,128400.0,15.0,2002.0,7493.0,11.5,44.2,45.7,6099.0,1607.0,30.7
575,Chile,1995,3.0380000000000003,1982.0,2297.0,4.123,529.3,5635.0,82800000000.0,140.0,0.0,0.0,1522.0,1151.0,140.0,140.0,315.0,19.44,2028.0,885.0,0.0,38.06,38.06,38.06,0.0,0.0,3.15,3.15,0.0,0.0,38.06,0.0,75610.0,885.0,60225.0,14695.0,140.0,923.1,923.1,62817.0,12667.0,38.06
576,China,1995,13.68,120145.0,131371.0,0.9619,1471.0,744.2,958000000000.0,828.8,0.0,0.0,645.0,6192.0,727.9,727.9,11226.0,134.1,852301.0,2712.0,10.15,27.32,17.17,17.17,0.0,0.0,718.8,718.8,0.0,0.0,27.32,20.3,960000.0,2813.0,2185.0,1287309.0,828.8,2739.0,2840.0,2206.0,435008.0,27.32
577,Colombia,1995,3.728,2539.0,4257.0,9.11,1692.0,2769.0,107000000000.0,510.0,0.0,0.0,3240.0,3699.0,510.0,510.0,1718.0,33.85,11680.0,2145.0,0.0,215.0,215.0,215.0,0.0,0.0,1375.0,1375.0,0.0,0.0,215.0,0.0,114175.0,2145.0,55505.0,38645.0,510.0,2360.0,2360.0,61069.0,26965.0,215.0
581,Costa Rica,1995,9.589,210.0,490.0,0.0,54.4,3483.0,12800000000.0,37.31,0.0,0.0,2926.0,149.5,37.31,37.31,280.0,72.07,1621.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,9.655,9.655,0.0,0.0,0.0,0.0,5110.0,113.0,30682.0,3683.0,37.31,113.0,113.0,30682.0,2062.0,0.0
583,Cuba,1995,38.07,3628.0,4184.0,0.0,9.055,2303.0,25400000000.0,6.48,0.0,0.0,1335.0,146.7,0.0,0.0,556.0,100.2,2788.0,31.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10989.0,38.12,3461.0,11014.0,6.48,31.64,38.12,3461.0,8226.0,0.0
584,Cyprus,1995,15.25,98.1,141.1,0.0,0.0484,10665.0,9500000000.0,0.41,0.0,0.0,498.0,4.606,0.19,0.19,43.0,96.35,283.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.78,875.2,891.2,0.41,0.56,0.78,875.2,608.2,0.0
589,Democratic Republic of the Congo,1995,3.241,6700.0,7600.0,29.85,981.7,139.0,6090000000.0,421.0,0.0,0.0,1543.0,3618.0,420.0,420.0,900.0,18.69,28957.0,899.0,0.0,383.0,383.0,383.0,0.0,0.0,3.301,3.301,0.0,0.0,383.0,0.0,234486.0,900.0,20534.0,43830.0,421.0,1282.0,1283.0,29272.0,14873.0,383.0
590,Denmark,1995,55.07,2365.0,2373.0,0.0,2.302,32967.0,174000000000.0,4.3,0.0,0.0,703.0,30.29,2.0,2.0,8.0,122.5,791.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309.0,6.0,1137.0,5278.0,4.3,3.7,6.0,1137.0,4487.0,0.0
593,Dominican Republic,1995,26.71,860.0,1300.0,0.0,5.456,2400.0,19600000000.0,4.1610000000000005,0.0,0.0,1410.0,68.62,4.1610000000000005,4.1610000000000005,440.0,167.7,3269.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,1.015,1.015,0.0,0.0,0.0,0.0,4867.0,23.5,2879.0,8163.0,4.1610000000000005,23.5,23.5,2879.0,4894.0,0.0
594,Ecuador,1995,10.59,1609.0,3004.0,0.0,296.2,2362.0,28200000000.0,134.0,0.0,0.0,2274.0,644.8,123.6,123.6,1395.0,42.05,4989.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,163.8,163.8,0.0,0.0,0.0,0.0,28356.0,442.4,37099.0,11925.0,134.0,432.0,442.4,37099.0,6936.0,0.0
595,Egypt,1995,3.24,2779.0,3245.0,98.26,2.6,1186.0,78400000000.0,0.5,1.0,1.0,18.1,18.13,0.0,0.0,466.0,66.06,39236.0,0.5,0.0,55.5,84.0,0.0,55.5,84.0,0.0,0.0,0.0,0.0,55.5,0.0,100145.0,1.0,15.12,66151.0,1.5,56.0,57.5,869.2,26915.0,56.5
596,El Salvador,1995,38.78,565.0,816.0,40.5,10.24,1944.0,11100000000.0,6.15,0.0,0.0,1784.0,37.54,2.57,2.57,251.0,272.2,2418.0,12.05,0.0,10.64,10.64,10.64,0.0,0.0,0.0,0.0,0.0,0.0,10.64,0.0,2104.0,15.63,2729.0,5728.0,6.15,22.69,26.27,4586.0,3310.0,10.64
597,Equatorial Guinea,1995,8.2,130.0,230.0,0.0,15.21,812.2,442000000.0,10.0,0.0,0.0,2156.0,60.48,9.0,9.0,100.0,19.42,361.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2805.0,26.0,47741.0,544.6,10.0,25.0,26.0,47741.0,183.0,0.0
600,Eswatini,1995,11.0,178.0,191.0,41.46,3.133,1710.0,1720000000.0,0.66,0.0,0.0,788.0,13.68,0.66,0.66,13.0,57.83,771.6,2.64,0.0,1.87,1.87,1.87,0.0,0.0,4.5,4.5,0.0,0.0,1.87,0.0,1736.0,2.64,2629.0,1004.0,0.66,4.51,4.51,4492.0,232.4,1.87
604,Finland,1995,6.296,2126.0,2129.0,2.727,67.83,24651.0,127000000000.0,2.2,0.0,0.0,536.0,181.2,2.0,2.0,3.1,15.24,964.0,106.8,0.0,3.0,3.0,3.0,0.0,0.0,27.0,27.0,0.0,0.0,3.0,0.0,33815.0,107.0,20769.0,5152.0,2.2,109.8,110.0,21351.0,4188.0,3.0
605,France,1995,35.37,18270.0,19421.0,5.212999999999999,96.77,24846.0,1460000000000.0,120.0,0.0,0.0,867.0,476.1,118.0,118.0,1151.0,107.0,14803.0,198.0,0.0,11.0,11.0,11.0,0.0,0.0,18.0,18.0,0.0,0.0,11.0,33.0,54909.0,200.0,3404.0,58763.0,120.0,209.0,211.0,3591.0,43960.0,11.0
609,Germany,1995,33.78,11832.0,12060.0,30.52,81.04,27239.0,2220000000000.0,45.7,0.0,0.0,700.0,249.9,45.0,45.0,228.0,228.3,20410.0,106.3,0.0,47.0,47.0,47.0,0.0,0.0,90.8,90.8,0.0,0.0,47.0,0.0,35703.0,107.0,1313.0,81500.0,45.7,153.3,154.0,1890.0,61090.0,47.0
610,Ghana,1995,22.22,3600.0,5300.0,46.09,33.26,391.4,6890000000.0,26.3,0.0,0.0,1187.0,283.1,25.0,25.0,1700.0,73.82,10291.0,29.0,0.0,25.9,25.9,25.9,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,23854.0,30.3,1721.0,17609.0,26.3,54.9,56.2,3192.0,7318.0,25.9
611,Greece,1995,29.44,2789.0,3885.0,15.2,18.97,13046.0,143000000000.0,10.3,0.0,0.0,652.0,86.04,7.8,7.8,1096.0,83.06,3122.0,55.5,2.8,10.4,7.6,7.6,0.0,0.0,1.8,1.8,0.0,0.0,10.4,5.6,13196.0,58.0,5291.0,10961.0,10.3,65.9,68.4,6240.0,7839.0,10.4
614,Guinea,1995,12.61,2500.0,3100.0,0.0,161.0,453.8,3780000000.0,38.0,0.0,0.0,1651.0,405.9,38.0,38.0,600.0,33.91,5844.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,102.2,102.2,0.0,0.0,0.0,0.0,24586.0,226.0,27105.0,8338.0,38.0,226.0,226.0,27105.0,2494.0,0.0
615,Guinea-Bissau,1995,12.65,270.0,457.0,49.04,19.7,227.6,269000000.0,14.0,0.0,0.0,1577.0,56.98,10.0,10.0,187.0,32.66,772.3,12.0,0.0,15.4,15.4,15.4,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,3613.0,16.0,13559.0,1180.0,14.0,27.4,31.4,26610.0,407.7,15.4
616,Guyana,1995,2.345,480.0,504.0,11.07,227.2,985.1,749000000.0,103.0,0.0,0.0,2387.0,513.1,103.0,103.0,24.0,3.5380000000000003,547.9,241.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,21497.0,241.0,316897.0,760.5,103.0,271.0,271.0,356345.0,212.6,30.0
619,Honduras,1995,16.67,1520.0,1875.0,1.632,57.39,773.5,4660000000.0,39.0,0.0,0.0,1976.0,222.3,29.91,29.91,355.0,53.6,3457.0,81.57,0.0,1.504,1.504,1.504,0.0,0.0,4.947,5.763999999999999,0.0,0.0,1.504,0.0,11249.0,90.66,15037.0,6029.0,39.0,83.07,92.16,15286.0,2572.0,1.504
620,Hungary,1995,54.25,4820.0,5047.0,94.23,46.1,4572.0,47100000000.0,6.0,0.0,0.0,589.0,54.79,6.0,6.0,227.0,110.8,3611.0,6.0,0.0,98.0,98.0,98.0,0.0,0.0,104.0,104.0,0.0,0.0,98.0,23.0,9303.0,6.0,582.0,10309.0,6.0,104.0,104.0,10088.0,6698.0,98.0
621,Iceland,1995,1.291,133.0,133.0,0.0,96.41,27855.0,7600000000.0,24.0,0.0,0.0,1940.0,199.8,20.0,20.0,0.0,2.648,21.8,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,170.0,623396.0,272.7,24.0,166.0,170.0,623396.0,250.9,0.0
622,India,1995,51.75,161601.0,170101.0,30.52,937.1,424.1,423000000000.0,432.0,0.0,0.0,1083.0,3560.0,390.0,390.0,8500.0,303.4,729703.0,1404.0,0.0,635.2,635.2,635.2,0.0,0.0,1385.0,1142.0,170.3,243.0,464.9,0.0,328726.0,1446.0,1450.0,997405.0,432.0,1869.0,1911.0,1916.0,267702.0,464.9
623,Indonesia,1995,16.93,18500.0,32350.0,0.0,1269.0,1065.0,216000000000.0,457.4,0.0,0.0,2702.0,5163.0,411.7,411.7,13850.0,106.1,125994.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191093.0,2019.0,9954.0,202826.0,457.4,1973.0,2019.0,9954.0,76832.0,0.0
624,Iran (Islamic Republic of),1995,10.22,16502.0,17832.0,6.773,22.7,1818.0,114000000000.0,49.3,0.0,0.0,228.0,397.9,18.1,18.1,1330.0,35.93,24027.0,97.3,2.315,9.335,7.77,6.2,0.82,1.57,18.67,17.5,0.79,1.17,8.545,4.63,174515.0,128.5,2049.0,62711.0,49.3,105.8,137.0,2185.0,38684.0,8.545
626,Ireland,1995,14.77,1035.0,1038.0,5.769,31.22,22311.0,82800000000.0,10.8,0.0,0.0,1118.0,78.57,10.0,10.0,3.0,52.82,1569.0,48.2,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,7028.0,49.0,13200.0,3712.0,10.8,51.2,52.0,14009.0,2143.0,3.0
628,Italy,1995,36.42,8253.0,10974.0,4.6,77.81,21684.0,1240000000000.0,43.0,0.0,0.0,832.0,250.7,31.0,31.0,2721.0,189.8,19047.0,170.5,0.0,8.8,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,30134.0,182.5,3191.0,57185.0,43.0,179.3,191.3,3345.0,38138.0,8.8
630,Japan,1995,13.1,4569.0,4949.0,0.0,212.5,34042.0,4320000000000.0,27.0,0.0,0.0,1668.0,630.2,17.0,17.0,380.0,335.9,29025.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37780.0,430.0,3388.0,126903.0,27.0,420.0,430.0,3388.0,97878.0,0.0
633,Kenya,1995,9.122,4814.0,5294.0,32.57,18.57,453.0,13100000000.0,3.5,0.0,0.0,630.0,365.6,3.0,3.0,480.0,49.89,23484.0,20.2,0.0,10.0,10.0,10.0,0.0,0.0,8.9,8.9,0.0,0.0,10.0,0.0,58037.0,20.7,714.9,28954.0,3.5,30.2,30.7,1060.0,5470.0,10.0
640,Lesotho,1995,10.84,325.0,329.0,0.0,1.315,475.0,860000000.0,0.5,0.0,0.0,788.0,23.92,0.5,0.5,4.0,59.62,1485.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.992,2.208,2.208,-2.208,0.0,3036.0,5.23,2890.0,1810.0,0.5,3.022,3.022,1670.0,325.2,-2.208
646,Madagascar,1995,5.945,2900.0,3490.0,0.0,217.5,247.1,3550000000.0,55.0,0.0,0.0,1513.0,888.2,50.0,50.0,590.0,24.44,10576.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58704.0,337.0,23488.0,14348.0,55.0,332.0,337.0,23488.0,3772.0,0.0
647,Malawi,1995,21.78,2450.0,2580.0,6.597,9.529,256.5,2660000000.0,2.5,0.0,0.0,1181.0,139.9,2.5,2.5,130.0,87.63,8925.0,16.14,0.14,1.14,1.0,1.0,0.0,0.0,16.98,16.98,0.0,0.0,1.14,0.0,11848.0,16.14,1555.0,10382.0,2.5,17.28,17.28,1664.0,1457.0,1.14
648,Malaysia,1995,20.18,888.7,6674.0,0.0,385.0,4637.0,100000000000.0,64.0,0.0,0.0,2875.0,951.0,50.0,50.0,5785.0,65.19,8866.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33080.0,580.0,26895.0,21565.0,64.0,566.0,580.0,26895.0,12699.0,0.0
650,Mali,1995,3.7489999999999997,4535.0,4650.0,50.0,55.2,266.7,2700000000.0,20.0,0.0,0.0,282.0,349.7,10.0,10.0,115.0,8.155,7613.0,50.0,0.0,60.0,60.0,60.0,0.0,0.0,50.0,50.0,0.0,0.0,60.0,0.0,124019.0,60.0,5932.0,10114.0,20.0,110.0,120.0,11865.0,2501.0,60.0
653,Mauritania,1995,0.4851,488.0,500.0,96.49,1.222,567.1,1400000000.0,0.3,0.0,0.0,92.0,94.82,0.0,0.0,12.0,2.398,1312.0,0.1,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,103070.0,0.4,161.8,2472.0,0.3,11.1,11.4,4612.0,1160.0,11.0
655,Mexico,1995,12.82,22785.0,25182.0,11.53,195.3,4944.0,481000000000.0,150.0,0.0,0.0,758.0,1489.0,91.0,91.0,2397.0,49.52,24116.0,350.0,0.0,53.32,53.31,51.47,1.85,1.85,19.14,18.71,0.43200000000000005,0.43200000000000005,52.88,0.0,196438.0,409.0,4204.0,97282.0,150.0,402.9,461.9,4748.0,73166.0,52.88
658,Mongolia,1995,0.7851,1227.0,1228.0,0.0,21.18,505.5,1180000000.0,6.1,0.0,0.0,241.0,377.0,4.0,4.0,1.0,1.493,1011.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,26.4,26.4,0.0,0.0,0.0,0.0,156412.0,34.8,14897.0,2336.0,6.1,32.7,34.8,14897.0,1325.0,0.0
659,Morocco,1995,22.16,8980.0,9895.0,0.0,8.167,1407.0,39100000000.0,10.0,0.0,0.0,346.0,154.5,3.0,3.0,915.0,62.31,13361.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,44655.0,29.0,1042.0,27826.0,10.0,22.0,29.0,1042.0,14465.0,0.0
660,Mozambique,1995,5.172999999999999,3900.0,4135.0,53.8,133.0,253.1,4230000000.0,17.0,0.0,0.0,1032.0,825.0,14.0,14.0,235.0,20.89,11874.0,97.3,0.0,116.8,116.8,116.8,0.0,0.0,1.0,1.0,0.0,0.0,116.8,0.0,79938.0,100.3,6006.0,16701.0,17.0,214.1,217.1,12999.0,4827.0,116.8
662,Namibia,1995,0.9948,816.0,820.0,84.57,7.19,2332.0,4100000000.0,2.1,0.0,0.0,285.0,234.9,0.04,0.04,4.0,2.134,1217.0,4.1,22.75,33.75,11.0,10.95,0.05,0.05,9.65,9.65,0.0,0.0,33.75,53.86,82429.0,6.16,3502.0,1759.0,2.1,37.85,39.91,22689.0,541.9,33.75
664,Nepal,1995,16.48,2344.0,2426.0,5.709,95.94,219.7,4920000000.0,20.0,0.0,0.0,1500.0,220.8,20.0,20.0,82.4,152.1,19824.0,198.2,0.0,12.0,12.0,12.0,0.0,0.0,210.2,210.2,0.0,0.0,12.0,0.0,14718.0,198.2,8852.0,22390.0,20.0,210.2,210.2,9388.0,2566.0,12.0
665,Netherlands,1995,22.51,901.0,935.0,87.91,38.33,26317.0,412000000000.0,4.5,0.0,0.0,778.0,32.31,4.5,4.5,34.0,377.0,4038.0,11.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,4153.0,11.0,702.7,15655.0,4.5,91.0,91.0,5813.0,11617.0,80.0
667,Nicaragua,1995,15.19,1750.0,1980.0,5.051,107.2,917.1,4390000000.0,59.0,0.0,0.0,2280.0,297.2,55.39,55.39,230.0,36.72,2168.0,152.6,0.0,8.31,8.31,8.31,0.0,0.0,0.0,0.0,0.0,0.0,8.31,0.0,13037.0,156.2,32630.0,4787.0,59.0,160.9,164.5,34364.0,2619.0,8.31
668,Niger,1995,11.05,13985.0,14000.0,89.72,10.61,181.3,1850000000.0,2.5,0.0,0.0,151.0,191.3,0.0,0.0,15.0,8.035,8610.0,1.0,1.35,30.55,29.2,29.2,0.0,0.0,32.4,32.4,0.0,0.0,30.55,2.7,126700.0,3.5,343.8,10180.0,2.5,31.55,34.05,3345.0,1570.0,30.55
669,Nigeria,1995,41.68,33200.0,38500.0,22.78,157.2,315.6,35800000000.0,87.0,0.0,0.0,1150.0,1062.0,80.0,80.0,5300.0,122.9,75629.0,214.0,0.0,65.2,65.2,65.2,0.0,0.0,2.9,2.9,0.0,0.0,65.2,0.0,92377.0,221.0,1947.0,113523.0,87.0,279.2,286.2,2521.0,37894.0,65.2
672,Norway,1995,2.342,897.0,902.0,2.799,261.5,36425.0,161000000000.0,96.0,0.0,0.0,1414.0,544.6,90.0,90.0,5.0,11.48,1141.0,376.0,0.0,11.0,11.0,11.0,0.0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,38518.0,382.0,86425.0,4420.0,96.0,387.0,393.0,88914.0,3279.0,11.0
675,Pakistan,1995,39.78,31040.0,31669.0,77.71,83.79,483.7,62400000000.0,55.0,0.0,0.0,494.0,393.3,47.4,47.4,629.0,162.1,85871.0,47.4,0.0,191.8,265.1,21.5,170.3,243.6,10.72,10.72,0.0,0.0,191.8,0.0,79610.0,55.0,426.1,129087.0,55.0,239.2,246.8,1912.0,43216.0,191.8
677,Panama,1995,8.791,510.0,663.0,1.9409999999999998,4.864,3741.0,10700000000.0,21.0,0.0,0.0,2928.0,220.8,17.6,17.6,153.0,37.84,1136.0,133.2,2.7039999999999997,2.7039999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7039999999999997,5.409,7542.0,136.6,47863.0,2854.0,21.0,135.9,139.3,48809.0,1718.0,2.7039999999999997
678,Papua New Guinea,1995,1.7,197.0,787.0,0.0,504.5,957.6,4940000000.0,211.6,0.0,0.0,3142.0,1454.0,211.6,211.6,590.0,11.14,4473.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46284.0,801.0,155383.0,5155.0,211.6,801.0,801.0,155383.0,682.2,0.0
679,Paraguay,1995,6.601,2600.0,2685.0,69.83,256.3,2001.0,9970000000.0,41.64,0.0,0.0,1130.0,459.6,41.64,41.64,85.0,12.24,2298.0,117.0,197.5,270.8,73.27,73.27,0.0,0.0,125.6,125.6,0.0,0.0,270.8,395.1,40675.0,117.0,23494.0,4980.0,41.64,387.8,387.8,77871.0,2682.0,270.8
680,Peru,1995,3.721,3960.0,4782.0,12.7,1343.0,2289.0,56800000000.0,303.0,0.0,0.0,1738.0,2234.0,303.0,303.0,822.0,19.32,7028.0,1641.0,110.0,238.8,128.8,128.8,0.0,0.0,1868.0,1868.0,0.0,0.0,238.8,250.0,128522.0,1641.0,66097.0,24827.0,303.0,1880.0,1880.0,75724.0,17799.0,238.8
681,Philippines,1995,32.95,5185.0,9885.0,0.0,151.9,1127.0,82300000000.0,180.0,0.0,0.0,2348.0,704.4,145.0,145.0,4700.0,243.6,38006.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,479.0,6556.0,73065.0,180.0,444.0,479.0,6556.0,35059.0,0.0
686,Republic of Korea,1995,19.38,1722.0,1924.0,6.957999999999999,35.44,12120.0,560000000000.0,13.3,0.0,0.0,1274.0,126.5,10.7,10.7,202.0,465.5,10522.0,62.25,0.0,4.85,4.85,4.85,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,9926.0,64.85,1404.0,46203.0,13.3,67.1,69.7,1509.0,35681.0,4.85
